"ProjectProgramCode","StationOrder","StationCode","QC","SubArea","Watershed","SamplePosition","TemplateNumber","AltStationCode","StationDescription","AddlStationDescription","Flag","StationGroup","RandomTarget","StationID","StationOwner","Latitude","Longitude","StationType","HUC","LandUse","DrainageArea","DrainageAreaUnits","ChannelType","FlowType","HyperLinkString","DrainageFacility","LastUpdateUser","LastUpdateDate","MRN","ActiveFlag"
42,"38.0","CICF25-T3","0",,"Newport Bay",,1,,"Agua Chinon Wash",,"F",,,1275,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300","","1"
42,"39.0","CICF25-T4","0",,"Newport Bay",,1,,"Agua Chinon Wash",,"F",,,1276,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300","","1"
42,"40.0","CICF25-T5","0",,"Newport Bay",,1,,"Agua Chinon Wash",,"F",,,1277,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300","","1"
42,"41.0","WarnerChan","0",,"Newport Bay",,1,,"Agua Chinon Wash",,"F",,,1278,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300","","1"
42,"42.0","CMCG02","0",,"Newport Bay",,1,,"Costa Mesa Channel at Highland",,"F",,,1279,,"33.62556","-117.90306","Channel",,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 08:34:59.273","*1000-21-4866*","1"
42,"43.0","SADF01","0",,"Newport Bay",,1,,"Santa Ana Delhi Channel u/s Irvine Avenue",,"F",,,1280,,"33.660550000000001","-117.88028","Channel",,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 08:35:00.367","*1000-21-6896*","1"
42,"44.0","WYLSED","0",,"Newport Bay",,1,,"San Diego Creek at Harvard Avenue",,"F",,,1281,,"33.686390000000003","-117.81639","Channel",,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 08:35:00.747","*1000-21-6969*","1"
42,"45.0","BARSED","0",,"Newport Bay",,1,,"Peters Canyon Wash at Barranca Parkway",,"F",,,1282,,"33.691670000000002","-117.82304999999999","Channel",,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 08:34:59.063","*1000-21-6645*","1"
42,"46.0","LANF08","0",,"Newport Bay",,1,,"Lane Channel",,,,,1283,,"33.677779999999998","-117.84389","Channel",,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 08:34:59.870","*1000-21-6744*","1"
42,"47.0","MIRF07","0",,"Newport Bay",,1,,"El Modina Irvine",,"F",,,1284,,"33.719720000000002","-117.79889","Channel",,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 08:35:00.193","*1000-21-6877*","1"
42,"48.0","ACWF18","0",,"Newport Bay",,1,,"Agua Chinon",,"F",,,1285,,"33.651322","-117.75558599999999","Channel",,,,,,,,,"PFRDNET\spkatlabweb2301$","2014-12-10 15:22:57.757",,"1"
42,"49.0","CICF25","0",,"Newport Bay",,1,,"Central Irvine Channel at I-5",,,,,1286,,"33.716389999999997","-117.791","Channel",,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 08:34:59.253","*1000-21-6658*","1"
42,"50.0","ALG19","0",,"Newport Bay",,1,,"Algae sampling station 19",,,,,2293,,"33.649799999999999","-117.87239",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.203",,"1"
42,"51.0","ALG24","0",,"Newport Bay",,1,,"Algae sampling station 24",,,,,2294,,"33.650309999999998","-117.86753",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.203",,"1"
42,"52.0","BCW_NSMP","0",,"Newport Bay",,1,,"Big Canyon Wash outlet",,,,,2323,,"33.631659999999997","-117.88499",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2016-03-01 10:05:52.013","*1000-73-6354*","1"
42,"53.0","UCIP-1NSMP","0",,"Newport Bay",,1,,"UCI pond 1",,,,,2324,,"33.654229999999998","-117.849",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2012-06-19 07:41:11.840",,"1"
42,"54.0","SDC@UC-1NSMP","0",,"Newport Bay",,1,,"UCI pond 1",,,,,2296,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.203",,"1"
42,"55.0","SDC@IRWD","0",,"Newport Bay",,1,,"San Diego Creek at IRWD",,,,,2297,,"33.662219999999998","-117.83799999999999",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2012-08-06 14:31:30.337",,"1"
42,"56.0","IRWDef","0",,"Newport Bay",,1,,"IRWD effluent",,,,,2298,,"33.659399999999998","-117.842",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.190",,"1"
42,"57.0","BAR","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.691470000000002","-117.82299999999999",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"58.0","BUD","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.691740000000003","-117.82299999999999",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"59.0","IUSD","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"60.0","ALLN","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.693390000000001","-117.81999999999999",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"61.0","SSHD","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.693683","-117.819408",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2014-12-10 15:40:36.040",,"1"
42,"62.0","SNOW","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.694699999999997","-117.81699999999999",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"63.0","NSNO","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.695399999999999","-117.818",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"64.0","WARN","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.695799999999998","-117.815",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"65.0","WUD","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.6965","-117.816",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"66.0","NECT","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.697099999999999","-117.81399999999999",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"67.0","LAVI","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.699989000000002","-117.810028",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2014-12-10 15:41:51.870",,"1"
42,"68.0","SEEP1","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"69.0","SEEP2","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"70.0","VD","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.700699999999998","-117.809",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"71.0","VDSP","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.700499999999998","-117.809",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"72.0","VDIN","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.700400000000002","-117.809",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"73.0","ECD","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.703099999999999","-117.80500000000001",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"74.0","ECDJ","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"75.0","COMO","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.706060000000001","-117.803",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"76.0","SASF","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.703800000000001","-117.807",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"77.0","MIR","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.708799999999997","-117.801",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"78.0","WAL","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"79.0","UPCW","0",,"Newport Bay",,1,,"Upper Peters Canyon Wash at I-5",,,,,1262,,"33.7164","-117.791",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2015-06-30 11:10:46.493",,"1"
42,"80.0","LSD","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.7102","-117.798",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"81.0","Seep 3","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"82.0","Seep 4","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"83.0","Seep 5","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"84.0","Seep 6","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"85.0","BCNP","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.631189999999997",,,,,,,,,,,"PFRDNET\spkatlabweb2301$","2015-06-30 11:12:34.173",,"1"
42,"86.0","IRWD","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.656660000000002","-117.84399999999999",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"87.0","SDC_Weir","0",,"Newport Bay",,1,,"San Diego Creek at Weir","Between Basin 2 and Basin 3",,,,1262,,"33.655850000000001","-117.845",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2015-06-30 11:14:05.917",,"1"
42,"88.0","PCW_WARN","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.695999999999998","-117.816",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"89.0","PCWUSECD","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"90.0","PCWDSECD","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,1262,,"33.703200000000002","-117.806",,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.300",,"1"
42,"91.0","BCG_P5","0",,"Newport Bay",,1,,"Pond 5 @ Big Canyon Golf Club",,,,,1262,,"33.6265","-117.874",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2014-02-18 11:47:14.383",,"1"
42,"92.0","BCNP_VECT","0",,"Newport Bay",,1,,"BCNP Middle Pond Vector Control Access",,,,,1262,,,,,,,,,,,,,"PFRDNET\spkatlabweb2301$","2014-02-18 11:48:27.140",,"1"
42,"93.0","BCW_GC1","0",,"Newport Bay",,1,,"Big Canyon Wash",,,,,1262,,"33.628700000000002","-117.876",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2014-02-18 11:49:26.547",,"1"
42,"94.0","BCW_GC2","0",,"Newport Coastal Streams",,1,,"Big Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.220",,"1"
42,"95.0","BCW_GC2a","0",,"Newport Coastal Streams",,1,,"Big Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.220",,"1"
42,"96.0","BCW_GC2b","0",,"Newport Bay",,1,,"Big Canyon Wash",,,,,1262,,"33.625059999999998","-117.872",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2014-02-18 11:50:02.940",,"1"
42,"98.0","BCW_GC2c","0",,"Newport Coastal Streams",,1,,"Big Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.220",,"1"
42,"99.0","BCW_GC2d","0",,"Newport Coastal Streams",,1,,"Big Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.220",,"1"
42,"99.0","BCW_GC2e","0",,"Newport Bay",,1,,"Big Canyon Wash",,,,,1262,,"33.620778000000001","-117.869889",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2014-12-10 15:43:32.940",,"1"
42,"100.0","BCW_GC3","0",,"Newport Bay",,1,,"Big Canyon Wash",,,,,1262,,"33.628819","-117.874736",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2014-02-18 11:52:09.507",,"1"
42,"101.0","BCW_GC3a","0",,"Newport Coastal Streams",,1,,"Big Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.220",,"1"
42,"102.0","BCW_GC3b","0",,"Newport Coastal Streams",,1,,"Big Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.220",,"1"
42,"103.0","BCW_GC4","0",,"Newport Bay",,1,,"Big Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\spkatlabweb2301$","2014-02-18 11:56:13.773",,"1"
42,"104.0","BCW_GC4a","0",,"Newport Bay",,1,,"Big Canyon Wash",,,,,1262,,"33.619500000000002","-117.867",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2014-02-18 12:03:37.790",,"1"
42,"105.0","BCW_GC4b","0",,"Newport Bay",,1,,"Big Canyon Wash",,,,,1262,,"33.618389999999998","-117.86499999999999",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2014-02-18 12:04:10.510",,"1"
42,"106.0","BCW_GC4c","0",,"Newport Bay",,1,,"Big Canyon Wash",,,,,1262,,"33.6175","-117.864",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2014-02-18 12:23:40.137",,"1"
42,"107.0","BCW_HVNP","0",,"Newport Coastal Streams",,1,,"Big Canyon Wash",,,,,1262,,,,,,,,,,,,,"PFRDNET\VonBitnerTe","2011-08-25 09:08:57.220",,"1"
42,"108.0","BCW_BCR","0",,"Newport Bay",,1,,"Big Canyon Wash",,,,,1262,,"33.61289","-117.85899999999999",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2014-02-18 11:49:02.813",,"1"
42,"109.0","ECDE","0",,"Newport Bay",,1,,"East Branch of ECD",,,,,4144,,,,,,,,,,,,,"PFRDNET\spkatlabweb2301$","2012-08-06 14:26:43.803",,"0"
42,"110.0","ECDU","0",,"Newport Bay",,1,,"Upstream of ECD",,,,,4145,,"33.703499999999998","-117.806",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2012-08-06 14:27:00.527",,"0"
42,"111.0","ECDW","0",,"Newport Bay",,1,,"West Branch of ECD",,,,,4146,,,,,,,,,,,,,"PFRDNET\spkatlabweb2301$","2012-08-06 14:27:15.590",,"0"
42,"112.0","HARV","0",,"Newport Bay",,1,,"Drain under Harvard Ave crossing at San Diego Creek",,,,,4165,,"33.688130000000001","-117.819",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2012-08-06 14:27:26.447",,"1"
42,"113.0","UCIP-7NSMP","0",,"Newport Bay",,1,,"UCI Wetlands Pond 7",,,,,4222,,"33.657470000000004","-117.852",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2012-08-06 14:27:36.523",,"1"
42,"114.0","UCIP-4NSMP","0",,"Newport Bay",,1,,"UCI Wetlands Pond 4",,,,,4228,,"33.656064000000001","-117.85104200000001",,,,"0.0",,,,,,"LabTrackApiUser","2018-03-21 16:05:39.890",,"1"
42,"115.0","UCIP-6NSMP","0",,"Newport Bay",,1,,"UCI Wetlands Pond 6",,,,,4229,,,,,,,"0.0",,,,,,"PFRDNET\spkatlabweb2301$","2012-08-06 14:27:55.947",,"1"
42,"116.0","PCWUSVALENCI","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,4230,,,,,,,"0.0",,,,,,"PFRDNET\spkatlabweb2301$","2012-08-06 14:28:07.057",,"1"
42,"117.0","UNB","0",,,,1,,,,,,,4236,,,,,,,,,,,,,"PFRDNET\spkatlabweb2301$","2012-08-06 14:28:16.620",,"1"
42,"118.0","SDM","0",,,,1,,"San Diego Creek at Campus",,,,,4240,,"33.655549999999998","-117.846",,,,,,,,,,"PFRDNET\spkatlabweb2301$","2013-08-21 11:33:47.463",,"1"
42,"119.0","BRYAN","0",,,,1,,"Bryan blvd.",,,,,4241,,"33.722119999999997","-117.78400000000001",,,,"0.0",,,,,,"PFRDNET\spkatlabweb2301$","2012-08-20 06:43:59.943",,"1"
42,"120.0","IRV BLVD","0",,,,1,,"Irvine blvd.",,,,,4242,,"33.725830000000002","-117.777",,,,"0.0",,,,,,"PFRDNET\spkatlabweb2301$","2012-08-20 06:44:40.420",,"1"
42,"121.0","VD1","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,4243,,,,,,,"0.0",,,,,,"PFRDNET\spkatlabweb2301$","2012-08-21 15:39:23.600",,"1"
42,"122.0","VD2","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,4244,,,,,,,"0.0",,,,,,"PFRDNET\spkatlabweb2301$","2012-08-21 15:39:47.353",,"1"
42,"123.0","VD3","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,4245,,,,,,,"0.0",,,,,,"PFRDNET\spkatlabweb2301$","2012-08-21 15:39:59.463",,"1"
42,"124.0","VD4","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,4246,,,,,,,"0.0",,,,,,"PFRDNET\spkatlabweb2301$","2012-08-21 15:40:11.867",,"1"
42,"125.0","VD5","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,4247,,,,,,,"0.0",,,,,,"PFRDNET\spkatlabweb2301$","2012-08-21 15:40:24.137",,"1"
42,"126.0","VD6","0",,"Newport Bay",,1,,"Lower Peters Canyon Wash",,,,,4248,,,,,,,"0.0",,,,,,"PFRDNET\spkatlabweb2301$","2012-08-21 15:40:40.353",,"1"
